Var1,TIME,TRAX_load
0,2020-01-01 00:00:00,0
1,2020-01-01 00:00:01,0.199990255233867
2,2020-01-01 00:00:02,0.399980404698058
3,2020-01-01 00:00:03,0.599970342622953
4,2020-01-01 00:00:04,0.799959963239044
5,2020-01-01 00:00:05,0.99994916077699
6,2020-01-01 00:00:06,1.19993782946768
7,2020-01-01 00:00:07,1.39992586354226
8,2020-01-01 00:00:08,1.59991315723225
9,2020-01-01 00:00:09,1.79989960476953
10,2020-01-01 00:00:10,1.99988510038644
11,2020-01-01 00:00:11,2.19986953831582
12,2020-01-01 00:00:12,2.39985281279107
13,2020-01-01 00:00:13,2.59983481804621
14,2020-01-01 00:00:14,2.79981544831593
15,2020-01-01 00:00:15,2.99979459783563
16,2020-01-01 00:00:16,3.19977216084152
17,2020-01-01 00:00:17,3.39974803157063
18,2020-01-01 00:00:18,3.59972210426089
19,2020-01-01 00:00:19,3.7996942731512
20,2020-01-01 00:00:20,3.99966443248143
21,2020-01-01 00:00:21,4.19963247649254
22,2020-01-01 00:00:22,4.3995982994266
23,2020-01-01 00:00:23,4.59956179552686
24,2020-01-01 00:00:24,4.79952285903778
25,2020-01-01 00:00:25,4.99948138420514
26,2020-01-01 00:00:26,5.19943726527605
27,2020-01-01 00:00:27,5.399390396499
28,2020-01-01 00:00:28,5.59934067212394
29,2020-01-01 00:00:29,5.79928798640237
30,2020-01-01 00:00:30,5.99923223358729
31,2020-01-01 00:00:31,6.19917330793337
32,2020-01-01 00:00:32,6.39911110369696
33,2020-01-01 00:00:33,6.5990455151361
34,2020-01-01 00:00:34,6.79897643651066
35,2020-01-01 00:00:35,6.99890376208235
36,2020-01-01 00:00:36,7.19882738611479
37,2020-01-01 00:00:37,7.39874720287351
38,2020-01-01 00:00:38,7.59866310662611
39,2020-01-01 00:00:39,7.79857499164222
40,2020-01-01 00:00:40,7.99848275219364
41,2020-01-01 00:00:41,8.19838628255429
42,2020-01-01 00:00:42,8.39828547700038
43,2020-01-01 00:00:43,8.59818022981038
44,2020-01-01 00:00:44,8.79807043526515
45,2020-01-01 00:00:45,8.9979559876479
46,2020-01-01 00:00:46,9.19783678124435
47,2020-01-01 00:00:47,9.39771271034269
48,2020-01-01 00:00:48,9.59758366923373
49,2020-01-01 00:00:49,9.79744955221089
50,2020-01-01 00:00:50,9.99731025357025
51,2020-01-01 00:00:51,10.1971656676107
52,2020-01-01 00:00:52,10.3970156886338
