Var1,TIME,TRAX_load
0,2020-01-01 00:00:00,0
1,2020-01-01 00:00:01,1.27266526057915
2,2020-01-01 00:00:02,2.54532984807855
3,2020-01-01 00:00:03,3.81799308941879
4,2020-01-01 00:00:04,5.09065431152119
5,2020-01-01 00:00:05,6.36331284130812
6,2020-01-01 00:00:06,7.63596800570339
7,2020-01-01 00:00:07,8.90861913163259
8,2020-01-01 00:00:08,10.1812655460234
9,2020-01-01 00:00:09,11.4539065758061
10,2020-01-01 00:00:10,12.7265415479137
11,2020-01-01 00:00:11,13.9991697892825
12,2020-01-01 00:00:12,15.2717906268523
13,2020-01-01 00:00:13,16.5444033875668
14,2020-01-01 00:00:14,17.8170073983741
15,2020-01-01 00:00:15,19.0896019862267
16,2020-01-01 00:00:16,20.3621864780824
17,2020-01-01 00:00:17,21.634760200904
18,2020-01-01 00:00:18,22.9073224816602
19,2020-01-01 00:00:19,24.1798726473258
20,2020-01-01 00:00:20,25.4524100248818
21,2020-01-01 00:00:21,26.7249339413162
22,2020-01-01 00:00:22,27.9974437236238
23,2020-01-01 00:00:23,29.2699386988073
24,2020-01-01 00:00:24,30.5424181938768
25,2020-01-01 00:00:25,31.8148815358509
26,2020-01-01 00:00:26,33.0873280517567
27,2020-01-01 00:00:27,34.35975706863
28,2020-01-01 00:00:28,35.632167913516
29,2020-01-01 00:00:29,36.9045599134696
30,2020-01-01 00:00:30,38.1769323955555
31,2020-01-01 00:00:31,39.4492846868487
32,2020-01-01 00:00:32,40.7216161144352
33,2020-01-01 00:00:33,41.9939260054115
34,2020-01-01 00:00:34,43.266213686886
35,2020-01-01 00:00:35,44.5384784859786
36,2020-01-01 00:00:36,45.8107197298214
37,2020-01-01 00:00:37,47.0829367455587
38,2020-01-01 00:00:38,48.355128860348
39,2020-01-01 00:00:39,49.6272954013596
40,2020-01-01 00:00:40,50.8994356957777
41,2020-01-01 00:00:41,52.1715490708
42,2020-01-01 00:00:42,53.4436348536388
43,2020-01-01 00:00:43,54.7156923715206
44,2020-01-01 00:00:44,55.9877209516873
45,2020-01-01 00:00:45,57.2597199213957
46,2020-01-01 00:00:46,58.5316886079186
47,2020-01-01 00:00:47,59.8036263385444
48,2020-01-01 00:00:48,61.0755324405783
49,2020-01-01 00:00:49,62.347406241342
50,2020-01-01 00:00:50,63.6192470681743
51,2020-01-01 00:00:51,64.8910542484315
52,2020-01-01 00:00:52,66.1628271094876
53,2020-01-01 00:00:53,67.4345649787349
54,2020-01-01 00:00:54,68.706267183584
55,2020-01-01 00:00:55,69.9779330514646
56,2020-01-01 00:00:56,71.2495619098255
57,2020-01-01 00:00:57,72.5211530861349
58,2020-01-01 00:00:58,73.7927059078813
59,2020-01-01 00:00:59,75.0642197025732
60,2020-01-01 00:01:00,76.3356937977398
61,2020-01-01 00:01:01,77.6071275209313
62,2020-01-01 00:01:02,78.8785201997194
63,2020-01-01 00:01:03,80.1498711616973
64,2020-01-01 00:01:04,81.4211797344803
65,2020-01-01 00:01:05,82.6924452457062
66,2020-01-01 00:01:06,83.9636670230355
67,2020-01-01 00:01:07,85.234844394152
68,2020-01-01 00:01:08,86.5059766867627
69,2020-01-01 00:01:09,87.7770632285986
70,2020-01-01 00:01:10,89.048103347415
71,2020-01-01 00:01:11,90.3190963709916
72,2020-01-01 00:01:12,91.5900416271329
73,2020-01-01 00:01:13,92.860938443669
74,2020-01-01 00:01:14,94.1317861484554
75,2020-01-01 00:01:15,95.4025840693735
76,2020-01-01 00:01:16,96.6733315343312
77,2020-01-01 00:01:17,97.944027871263
78,2020-01-01 00:01:18,99.2146724081304
79,2020-01-01 00:01:19,100.485264472923
80,2020-01-01 00:01:20,101.755803393656
81,2020-01-01 00:01:21,103.026288498375
82,2020-01-01 00:01:22,104.296719115154
83,2020-01-01 00:01:23,105.567094572095
84,2020-01-01 00:01:24,106.837414197328
85,2020-01-01 00:01:25,108.107677319015
86,2020-01-01 00:01:26,109.377883265346
87,2020-01-01 00:01:27,110.648031364542
88,2020-01-01 00:01:28,111.918120944854
89,2020-01-01 00:01:29,113.188151334566
90,2020-01-01 00:01:30,114.458121861991
91,2020-01-01 00:01:31,115.728031855474
92,2020-01-01 00:01:32,116.997880643392
93,2020-01-01 00:01:33,118.267667554157
94,2020-01-01 00:01:34,119.537391916209
95,2020-01-01 00:01:35,120.807053058024
96,2020-01-01 00:01:36,122.076650308113
97,2020-01-01 00:01:37,123.346182995017
98,2020-01-01 00:01:38,124.615650447313
99,2020-01-01 00:01:39,125.885051993614
100,2020-01-01 00:01:40,127.154386962565
101,2020-01-01 00:01:41,128.423654682847
102,2020-01-01 00:01:42,129.692854483179
103,2020-01-01 00:01:43,130.961985692313
104,2020-01-01 00:01:44,132.231047639038
105,2020-01-01 00:01:45,133.50003965218
106,2020-01-01 00:01:46,134.768961060603
107,2020-01-01 00:01:47,136.037811193206
108,2020-01-01 00:01:48,137.306589378927
109,2020-01-01 00:01:49,138.575294946743
110,2020-01-01 00:01:50,139.843927225668
111,2020-01-01 00:01:51,141.112485544755
112,2020-01-01 00:01:52,142.380969233096
113,2020-01-01 00:01:53,143.649377619823
114,2020-01-01 00:01:54,144.917710034108
115,2020-01-01 00:01:55,146.185965805163
116,2020-01-01 00:01:56,147.45414426224
117,2020-01-01 00:01:57,148.722244734631
118,2020-01-01 00:01:58,149.990266551672
119,2020-01-01 00:01:59,151.258209042738
120,2020-01-01 00:02:00,152.526071537248
121,2020-01-01 00:02:01,153.793853364662
122,2020-01-01 00:02:02,155.061553854483
123,2020-01-01 00:02:03,156.329172336256
124,2020-01-01 00:02:04,157.596708139571
125,2020-01-01 00:02:05,158.864160594062
126,2020-01-01 00:02:06,160.131529029405
127,2020-01-01 00:02:07,161.398812775321
128,2020-01-01 00:02:08,162.666011161579
129,2020-01-01 00:02:09,163.933123517988
130,2020-01-01 00:02:10,165.200149174405
131,2020-01-01 00:02:11,166.467087460735
132,2020-01-01 00:02:12,167.733937706926
133,2020-01-01 00:02:13,169.000699242973
134,2020-01-01 00:02:14,170.267371398919
135,2020-01-01 00:02:15,171.533953504854
136,2020-01-01 00:02:16,172.800444890916
137,2020-01-01 00:02:17,174.066844887289
138,2020-01-01 00:02:18,175.333152824208
139,2020-01-01 00:02:19,176.599368031955
140,2020-01-01 00:02:20,177.865489840862
141,2020-01-01 00:02:21,179.131517581309
142,2020-01-01 00:02:22,180.397450583728
143,2020-01-01 00:02:23,181.663288178598
144,2020-01-01 00:02:24,182.929029696452
145,2020-01-01 00:02:25,184.19467446787
146,2020-01-01 00:02:26,185.460221823488
147,2020-01-01 00:02:27,186.725671093988
148,2020-01-01 00:02:28,187.991021610108
149,2020-01-01 00:02:29,189.256272702636
150,2020-01-01 00:02:30,190.521423702415
151,2020-01-01 00:02:31,191.786473940337
152,2020-01-01 00:02:32,193.051422747352
153,2020-01-01 00:02:33,194.31626945446
154,2020-01-01 00:02:34,195.581013392716
155,2020-01-01 00:02:35,196.84565389323
156,2020-01-01 00:02:36,198.110190287167
157,2020-01-01 00:02:37,199.374621905746
158,2020-01-01 00:02:38,200.638948080241
159,2020-01-01 00:02:39,201.903168141983
160,2020-01-01 00:02:40,203.16728142236
161,2020-01-01 00:02:41,204.431287252813
162,2020-01-01 00:02:42,205.695184964843
163,2020-01-01 00:02:43,206.958973890008
164,2020-01-01 00:02:44,208.222653359921
165,2020-01-01 00:02:45,209.486222706256
166,2020-01-01 00:02:46,210.749681260744
167,2020-01-01 00:02:47,212.013028355173
168,2020-01-01 00:02:48,213.276263321392
169,2020-01-01 00:02:49,214.539385491309
170,2020-01-01 00:02:50,215.802394196892
171,2020-01-01 00:02:51,217.065288770166
172,2020-01-01 00:02:52,218.328068543222
173,2020-01-01 00:02:53,219.590732848205
174,2020-01-01 00:02:54,220.853281017327
175,2020-01-01 00:02:55,222.115712382858
176,2020-01-01 00:02:56,223.378026277131
177,2020-01-01 00:02:57,224.64022203254
178,2020-01-01 00:02:58,225.902298981543
179,2020-01-01 00:02:59,227.164256456661
180,2020-01-01 00:03:00,228.426093790475
181,2020-01-01 00:03:01,229.687810315634
182,2020-01-01 00:03:02,230.949405364847
183,2020-01-01 00:03:03,232.210878270891
184,2020-01-01 00:03:04,233.472228366604
185,2020-01-01 00:03:05,234.733454984891
186,2020-01-01 00:03:06,235.994557458722
187,2020-01-01 00:03:07,237.255535121132
188,2020-01-01 00:03:08,238.516387305223
189,2020-01-01 00:03:09,239.777113344163
190,2020-01-01 00:03:10,241.037712571186
191,2020-01-01 00:03:11,242.298184319595
192,2020-01-01 00:03:12,243.558527922757
193,2020-01-01 00:03:13,244.818742714111
194,2020-01-01 00:03:14,246.07882802716
195,2020-01-01 00:03:15,247.338783195478
196,2020-01-01 00:03:16,248.598607552709
197,2020-01-01 00:03:17,249.858300432562
198,2020-01-01 00:03:18,251.11786116882
199,2020-01-01 00:03:19,252.377289095332
200,2020-01-01 00:03:20,253.636583546021
201,2020-01-01 00:03:21,254.895743854878
202,2020-01-01 00:03:22,256.154769355965
203,2020-01-01 00:03:23,257.413659383416
204,2020-01-01 00:03:24,258.672413271438
205,2020-01-01 00:03:25,259.931030354307
206,2020-01-01 00:03:26,261.189509966374
207,2020-01-01 00:03:27,262.447851442062
208,2020-01-01 00:03:28,263.706054115865
209,2020-01-01 00:03:29,264.964117322354
210,2020-01-01 00:03:30,266.222040396171
211,2020-01-01 00:03:31,267.479822672032
212,2020-01-01 00:03:32,268.737463484731
213,2020-01-01 00:03:33,269.994962169132
214,2020-01-01 00:03:34,271.252318060177
215,2020-01-01 00:03:35,272.509530492884
216,2020-01-01 00:03:36,273.766598802345
217,2020-01-01 00:03:37,275.023522323729
218,2020-01-01 00:03:38,276.280300392282
219,2020-01-01 00:03:39,277.536932343326
220,2020-01-01 00:03:40,278.793417512262
221,2020-01-01 00:03:41,280.049755234566
222,2020-01-01 00:03:42,281.305944845794
223,2020-01-01 00:03:43,282.561985681581
224,2020-01-01 00:03:44,283.817877077637
225,2020-01-01 00:03:45,285.073618369756
226,2020-01-01 00:03:46,286.329208893808
227,2020-01-01 00:03:47,287.584647985743
228,2020-01-01 00:03:48,288.839934981592
229,2020-01-01 00:03:49,290.095069217467
230,2020-01-01 00:03:50,291.350050029559
231,2020-01-01 00:03:51,292.604876754141
232,2020-01-01 00:03:52,293.859548727568
233,2020-01-01 00:03:53,295.114065286277
