Var1,TIME,TRAX_load
0,2020-01-01 00:00:00,86.6025403784439
1,2020-01-01 00:00:01,86.594841238466
2,2020-01-01 00:00:02,86.5871370089063
3,2020-01-01 00:00:03,86.5794276892773
4,2020-01-01 00:00:04,86.571713279092
5,2020-01-01 00:00:05,86.5639937778634
6,2020-01-01 00:00:06,86.556269185105
7,2020-01-01 00:00:07,86.5485395003306
8,2020-01-01 00:00:08,86.5408047230542
9,2020-01-01 00:00:09,86.5330648527902
10,2020-01-01 00:00:10,86.5253198890533
11,2020-01-01 00:00:11,86.5175698313585
12,2020-01-01 00:00:12,86.5098146792209
13,2020-01-01 00:00:13,86.5020544321562
14,2020-01-01 00:00:14,86.4942890896803
15,2020-01-01 00:00:15,86.4865186513094
16,2020-01-01 00:00:16,86.4787431165599
17,2020-01-01 00:00:17,86.4709624849487
18,2020-01-01 00:00:18,86.4631767559929
19,2020-01-01 00:00:19,86.4553859292099
20,2020-01-01 00:00:20,86.4475900041175
21,2020-01-01 00:00:21,86.4397889802336
22,2020-01-01 00:00:22,86.4319828570766
23,2020-01-01 00:00:23,86.4241716341652
24,2020-01-01 00:00:24,86.4163553110183
25,2020-01-01 00:00:25,86.4085338871553
26,2020-01-01 00:00:26,86.4007073620957
27,2020-01-01 00:00:27,86.3928757353594
28,2020-01-01 00:00:28,86.3850390064666
29,2020-01-01 00:00:29,86.3771971749378
30,2020-01-01 00:00:30,86.369350240294
31,2020-01-01 00:00:31,86.3614982020563
32,2020-01-01 00:00:32,86.3536410597461
33,2020-01-01 00:00:33,86.3457788128851
34,2020-01-01 00:00:34,86.3379114609957
35,2020-01-01 00:00:35,86.3300390036
36,2020-01-01 00:00:36,86.322161440221
37,2020-01-01 00:00:37,86.3142787703815
38,2020-01-01 00:00:38,86.3063909936051
39,2020-01-01 00:00:39,86.2984981094154
40,2020-01-01 00:00:40,86.2906001173364
41,2020-01-01 00:00:41,86.2826970168924
42,2020-01-01 00:00:42,86.2747888076081
43,2020-01-01 00:00:43,86.2668754890084
44,2020-01-01 00:00:44,86.2589570606187
45,2020-01-01 00:00:45,86.2510335219645
46,2020-01-01 00:00:46,86.2431048725719
47,2020-01-01 00:00:47,86.2351711119669
48,2020-01-01 00:00:48,86.2272322396763
49,2020-01-01 00:00:49,86.219288255227
50,2020-01-01 00:00:50,86.2113391581461
51,2020-01-01 00:00:51,86.2033849479612
52,2020-01-01 00:00:52,86.1954256242002
53,2020-01-01 00:00:53,86.1874611863913
54,2020-01-01 00:00:54,86.179491634063
55,2020-01-01 00:00:55,86.1715169667442
56,2020-01-01 00:00:56,86.1635371839641
57,2020-01-01 00:00:57,86.1555522852521
58,2020-01-01 00:00:58,86.1475622701382
59,2020-01-01 00:00:59,86.1395671381525
60,2020-01-01 00:01:00,86.1315668888254
61,2020-01-01 00:01:01,86.1235615216879
62,2020-01-01 00:01:02,86.1155510362711
63,2020-01-01 00:01:03,86.1075354321065
64,2020-01-01 00:01:04,86.0995147087258
65,2020-01-01 00:01:05,86.0914888656614
66,2020-01-01 00:01:06,86.0834579024455
67,2020-01-01 00:01:07,86.0754218186111
68,2020-01-01 00:01:08,86.0673806136914
69,2020-01-01 00:01:09,86.0593342872197
70,2020-01-01 00:01:10,86.05128283873
71,2020-01-01 00:01:11,86.0432262677564
72,2020-01-01 00:01:12,86.0351645738334
73,2020-01-01 00:01:13,86.0270977564957
74,2020-01-01 00:01:14,86.0190258152787
75,2020-01-01 00:01:15,86.0109487497178
76,2020-01-01 00:01:16,86.0028665593488
77,2020-01-01 00:01:17,85.9947792437079
78,2020-01-01 00:01:18,85.9866868023317
79,2020-01-01 00:01:19,85.978589234757
80,2020-01-01 00:01:20,85.970486540521
81,2020-01-01 00:01:21,85.9623787191612
82,2020-01-01 00:01:22,85.9542657702155
83,2020-01-01 00:01:23,85.9461476932223
84,2020-01-01 00:01:24,85.9380244877198
85,2020-01-01 00:01:25,85.9298961532473
86,2020-01-01 00:01:26,85.9217626893438
87,2020-01-01 00:01:27,85.913624095549
88,2020-01-01 00:01:28,85.9054803714027
89,2020-01-01 00:01:29,85.8973315164454
90,2020-01-01 00:01:30,85.8891775302176
91,2020-01-01 00:01:31,85.8810184122603
92,2020-01-01 00:01:32,85.8728541621148
93,2020-01-01 00:01:33,85.8646847793228
94,2020-01-01 00:01:34,85.8565102634263
95,2020-01-01 00:01:35,85.8483306139677
96,2020-01-01 00:01:36,85.8401458304896
97,2020-01-01 00:01:37,85.8319559125352
98,2020-01-01 00:01:38,85.8237608596478
99,2020-01-01 00:01:39,85.8155606713713
100,2020-01-01 00:01:40,85.8073553472496
101,2020-01-01 00:01:41,85.7991448868273
102,2020-01-01 00:01:42,85.7909292896493
103,2020-01-01 00:01:43,85.7827085552605
104,2020-01-01 00:01:44,85.7744826832067
105,2020-01-01 00:01:45,85.7662516730336
106,2020-01-01 00:01:46,85.7580155242875
107,2020-01-01 00:01:47,85.7497742365148
108,2020-01-01 00:01:48,85.7415278092627
109,2020-01-01 00:01:49,85.7332762420784
110,2020-01-01 00:01:50,85.7250195345095
111,2020-01-01 00:01:51,85.716757686104
112,2020-01-01 00:01:52,85.7084906964102
113,2020-01-01 00:01:53,85.7002185649769
114,2020-01-01 00:01:54,85.6919412913532
115,2020-01-01 00:01:55,85.6836588750885
116,2020-01-01 00:01:56,85.6753713157325
117,2020-01-01 00:01:57,85.6670786128355
118,2020-01-01 00:01:58,85.6587807659479
119,2020-01-01 00:01:59,85.6504777746205
120,2020-01-01 00:02:00,85.6421696384048
121,2020-01-01 00:02:01,85.6338563568521
122,2020-01-01 00:02:02,85.6255379295145
123,2020-01-01 00:02:03,85.6172143559443
124,2020-01-01 00:02:04,85.6088856356941
125,2020-01-01 00:02:05,85.600551768317
126,2020-01-01 00:02:06,85.5922127533665
127,2020-01-01 00:02:07,85.5838685903963
128,2020-01-01 00:02:08,85.5755192789604
129,2020-01-01 00:02:09,85.5671648186135
130,2020-01-01 00:02:10,85.5588052089104
131,2020-01-01 00:02:11,85.5504404494062
132,2020-01-01 00:02:12,85.5420705396567
133,2020-01-01 00:02:13,85.5336954792178
134,2020-01-01 00:02:14,85.5253152676458
135,2020-01-01 00:02:15,85.5169299044975
136,2020-01-01 00:02:16,85.5085393893298
137,2020-01-01 00:02:17,85.5001437217003
138,2020-01-01 00:02:18,85.4917429011668
139,2020-01-01 00:02:19,85.4833369272874
140,2020-01-01 00:02:20,85.4749257996207
141,2020-01-01 00:02:21,85.4665095177256
142,2020-01-01 00:02:22,85.4580880811615
143,2020-01-01 00:02:23,85.449661489488
144,2020-01-01 00:02:24,85.4412297422652
145,2020-01-01 00:02:25,85.4327928390534
146,2020-01-01 00:02:26,85.4243507794135
147,2020-01-01 00:02:27,85.4159035629066
148,2020-01-01 00:02:28,85.4074511890944
149,2020-01-01 00:02:29,85.3989936575387
150,2020-01-01 00:02:30,85.3905309678018
151,2020-01-01 00:02:31,85.3820631194463
152,2020-01-01 00:02:32,85.3735901120354
153,2020-01-01 00:02:33,85.3651119451325
154,2020-01-01 00:02:34,85.3566286183014
155,2020-01-01 00:02:35,85.3481401311062
156,2020-01-01 00:02:36,85.3396464831117
157,2020-01-01 00:02:37,85.3311476738825
158,2020-01-01 00:02:38,85.3226437029843
159,2020-01-01 00:02:39,85.3141345699825
160,2020-01-01 00:02:40,85.3056202744434
161,2020-01-01 00:02:41,85.2971008159334
162,2020-01-01 00:02:42,85.2885761940193
163,2020-01-01 00:02:43,85.2800464082684
164,2020-01-01 00:02:44,85.2715114582484
165,2020-01-01 00:02:45,85.2629713435272
166,2020-01-01 00:02:46,85.2544260636732
167,2020-01-01 00:02:47,85.2458756182553
168,2020-01-01 00:02:48,85.2373200068425
169,2020-01-01 00:02:49,85.2287592290045
170,2020-01-01 00:02:50,85.2201932843111
171,2020-01-01 00:02:51,85.2116221723327
172,2020-01-01 00:02:52,85.20304589264
173,2020-01-01 00:02:53,85.1944644448041
174,2020-01-01 00:02:54,85.1858778283965
175,2020-01-01 00:02:55,85.1772860429892
176,2020-01-01 00:02:56,85.1686890881542
177,2020-01-01 00:02:57,85.1600869634644
178,2020-01-01 00:02:58,85.1514796684927
179,2020-01-01 00:02:59,85.1428672028127
180,2020-01-01 00:03:00,85.1342495659981
181,2020-01-01 00:03:01,85.1256267576232
182,2020-01-01 00:03:02,85.1169987772626
183,2020-01-01 00:03:03,85.1083656244913
184,2020-01-01 00:03:04,85.0997272988848
185,2020-01-01 00:03:05,85.0910838000187
186,2020-01-01 00:03:06,85.0824351274694
187,2020-01-01 00:03:07,85.0737812808135
188,2020-01-01 00:03:08,85.0651222596278
189,2020-01-01 00:03:09,85.0564580634899
190,2020-01-01 00:03:10,85.0477886919774
191,2020-01-01 00:03:11,85.0391141446687
192,2020-01-01 00:03:12,85.0304344211422
193,2020-01-01 00:03:13,85.0217495209769
194,2020-01-01 00:03:14,85.0130594437523
195,2020-01-01 00:03:15,85.0043641890481
196,2020-01-01 00:03:16,84.9956637564444
197,2020-01-01 00:03:17,84.986958145522
198,2020-01-01 00:03:18,84.9782473558617
199,2020-01-01 00:03:19,84.9695313870449
200,2020-01-01 00:03:20,84.9608102386534
201,2020-01-01 00:03:21,84.9520839102695
202,2020-01-01 00:03:22,84.9433524014756
203,2020-01-01 00:03:23,84.9346157118548
204,2020-01-01 00:03:24,84.9258738409906
205,2020-01-01 00:03:25,84.9171267884667
206,2020-01-01 00:03:26,84.9083745538673
207,2020-01-01 00:03:27,84.8996171367771
208,2020-01-01 00:03:28,84.890854536781
209,2020-01-01 00:03:29,84.8820867534646
210,2020-01-01 00:03:30,84.8733137864136
211,2020-01-01 00:03:31,84.8645356352142
212,2020-01-01 00:03:32,84.8557522994533
213,2020-01-01 00:03:33,84.8469637787178
214,2020-01-01 00:03:34,84.8381700725951
215,2020-01-01 00:03:35,84.8293711806732
216,2020-01-01 00:03:36,84.8205671025405
217,2020-01-01 00:03:37,84.8117578377854
218,2020-01-01 00:03:38,84.8029433859974
219,2020-01-01 00:03:39,84.7941237467657
220,2020-01-01 00:03:40,84.7852989196804
221,2020-01-01 00:03:41,84.7764689043319
222,2020-01-01 00:03:42,84.7676337003109
223,2020-01-01 00:03:43,84.7587933072086
224,2020-01-01 00:03:44,84.7499477246166
225,2020-01-01 00:03:45,84.741096952127
226,2020-01-01 00:03:46,84.732240989332
227,2020-01-01 00:03:47,84.7233798358247
228,2020-01-01 00:03:48,84.7145134911982
229,2020-01-01 00:03:49,84.7056419550463
230,2020-01-01 00:03:50,84.6967652269631
231,2020-01-01 00:03:51,84.687883306543
232,2020-01-01 00:03:52,84.678996193381
233,2020-01-01 00:03:53,84.6701038870725
234,2020-01-01 00:03:54,84.6612063872132
235,2020-01-01 00:03:55,84.6523036933994
236,2020-01-01 00:03:56,84.6433958052277
237,2020-01-01 00:03:57,84.6344827222951
238,2020-01-01 00:03:58,84.625564444199
239,2020-01-01 00:03:59,84.6166409705374
240,2020-01-01 00:04:00,84.6077123009085
241,2020-01-01 00:04:01,84.5987784349112
242,2020-01-01 00:04:02,84.5898393721445
243,2020-01-01 00:04:03,84.580895112208
244,2020-01-01 00:04:04,84.5719456547017
245,2020-01-01 00:04:05,84.5629909992262
246,2020-01-01 00:04:06,84.5540311453822
247,2020-01-01 00:04:07,84.545066092771
248,2020-01-01 00:04:08,84.5360958409942
249,2020-01-01 00:04:09,84.5271203896542
250,2020-01-01 00:04:10,84.5181397383534
251,2020-01-01 00:04:11,84.5091538866948
252,2020-01-01 00:04:12,84.5001628342819
253,2020-01-01 00:04:13,84.4911665807185
254,2020-01-01 00:04:14,84.4821651256089
255,2020-01-01 00:04:15,84.4731584685578
256,2020-01-01 00:04:16,84.4641466091703
257,2020-01-01 00:04:17,84.4551295470521
258,2020-01-01 00:04:18,84.4461072818092
259,2020-01-01 00:04:19,84.4370798130479
260,2020-01-01 00:04:20,84.4280471403752
261,2020-01-01 00:04:21,84.4190092633984
262,2020-01-01 00:04:22,84.4099661817252
263,2020-01-01 00:04:23,84.4009178949638
264,2020-01-01 00:04:24,84.3918644027229
265,2020-01-01 00:04:25,84.3828057046114
266,2020-01-01 00:04:26,84.3737418002389
267,2020-01-01 00:04:27,84.3646726892153
268,2020-01-01 00:04:28,84.3555983711509
269,2020-01-01 00:04:29,84.3465188456566
270,2020-01-01 00:04:30,84.3374341123436
271,2020-01-01 00:04:31,84.3283441708235
272,2020-01-01 00:04:32,84.3192490207086
273,2020-01-01 00:04:33,84.3101486616113
274,2020-01-01 00:04:34,84.3010430931446
275,2020-01-01 00:04:35,84.291932314922
276,2020-01-01 00:04:36,84.2828163265574
277,2020-01-01 00:04:37,84.273695127665
278,2020-01-01 00:04:38,84.2645687178597
279,2020-01-01 00:04:39,84.2554370967567
280,2020-01-01 00:04:40,84.2463002639715
281,2020-01-01 00:04:41,84.2371582191204
282,2020-01-01 00:04:42,84.2280109618198
283,2020-01-01 00:04:43,84.2188584916867
284,2020-01-01 00:04:44,84.2097008083386
285,2020-01-01 00:04:45,84.2005379113933
286,2020-01-01 00:04:46,84.1913698004692
287,2020-01-01 00:04:47,84.1821964751851
288,2020-01-01 00:04:48,84.17301793516
289,2020-01-01 00:04:49,84.1638341800138
290,2020-01-01 00:04:50,84.1546452093665
291,2020-01-01 00:04:51,84.1454510228387
292,2020-01-01 00:04:52,84.1362516200513
293,2020-01-01 00:04:53,84.127047000626
294,2020-01-01 00:04:54,84.1178371641845
295,2020-01-01 00:04:55,84.1086221103493
296,2020-01-01 00:04:56,84.0994018387431
297,2020-01-01 00:04:57,84.0901763489893
298,2020-01-01 00:04:58,84.0809456407116
299,2020-01-01 00:04:59,84.071709713534
300,2020-01-01 00:05:00,84.0624685670813
301,2020-01-01 00:05:01,84.0532222009786
302,2020-01-01 00:05:02,84.0439706148513
303,2020-01-01 00:05:03,84.0347138083255
304,2020-01-01 00:05:04,84.0254517810276
305,2020-01-01 00:05:05,84.0161845325845
306,2020-01-01 00:05:06,84.0069120626237
307,2020-01-01 00:05:07,83.9976343707728
308,2020-01-01 00:05:08,83.9883514566602
309,2020-01-01 00:05:09,83.9790633199146
310,2020-01-01 00:05:10,83.9697699601653
311,2020-01-01 00:05:11,83.9604713770418
312,2020-01-01 00:05:12,83.9511675701742
